Name,I1,N1,I2,N2,I3,N3,I4,N4,I5,N5,I6,N6,I7,N7,I8,N8,I9,N9,I10,N10,I11,N11,I12,N12,I13,N13,I14,N14,I15,N15,I16,N16,I17,I18,N18,I19,N19,I20,N20
ADEL 17 Glautaract Drop,Aurum chloratum,97,Cynara scolymus,278,Dulcamara,297,Euphrasia,319,Glonoinum,368,Hedera helix,403,Ruta graveolens,693,Tabacum,785,blood vessels,134,eyes,327,mucous membranes,543,lymph,516,bones,138,and joints,55,carbohydrate,193,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 18 Glucorect Drop,Acidum Lacticum,9,Acidum Sulfuricum,13,Allium Cepa,30,Chionanthus Virginica,216,Phosphorus,611,Zincum Sulfuricum,872,Stigmata Maydis,766,Syzygium Cumini,783,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 2 Apo-Ham Drop,Acidum nitricum,10,Aesculus hippocastanum,20,Anacardium,40,Collinsonia canad,239,Ignatia,433,Melilotus officinalis,526,Sedum acre,716,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 21 Proscenat Drop,Acidum sulfuricum,13,Conium,244,Staphysagria,762,Cantharis,187,Selenium,717,Nasturtium aquaticum,554,Ononis spinosa,595,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 26 Oss-Regen Drop,Acidum phosphoricum,12,Galipea officinalis,349,Asa foetida,91,Bellis perennis,118,Bryonia cretica,152,Equisetum arvense,311,Galipea officinalis,349,Guajacum,380,Ruta graveolens,693,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 27 Inflamyar Drop,Guajacum 6X,381,neuralgia,573,neuritis,575,tendonitis,789,pulling pain,637,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 39 Apo-Sciatica Drop,Guajacum 6X,381,hypertonia,427,calf cramps,181,angina pectoris,68,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 44 Venorbis Drop,Sulphur 12X,774,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 48 Itires Drop,Echinacea 6X,303,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 55 Tinal Spondylitis Drop,Bryonia 6x,150,Cimicifuga 4x,221,Dulcamara 8x,298,Glechoma 6x,367,Helleborus 10x,404,Kalmia 8x,481,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 57 Specl-Chol Digestion Drop,Phosphorus 12x,612,amylases (carbohydrates),39,sleepy,738,dry mucous,295,mental exhaustions,528,gastritis,354,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 6 Apo-Strum Drop,Conium 12X,245,Crataegus 4X,259,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 7 Apo-Tuss Drop,Bryonia 6X,150,Gelsemium 6X,358,bronchitis,146,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 82 Hepat Liver Tonic Drop,Boldo,136,Bryonia,148,Carduus mar,198,Cynara MT,277,Fumaria,348,Hydrastis,420,Taraxacum MT,787,Chelidonium,209,Obesity,587,diabetes,286,enabling detoxification,309,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL 9 Cri-Regen Drop,Cynara scolymus,278,Graphits,377,Natrium carbonicum,555,Sarothamnus scoparius,704,Thalium aceticum,794,Ustaligo maydis,838,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL Aalserum. Mother Tincture Q,kidney,484,onion,593,hing,412,mint,538,camphor,184,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL Merc Sol Dilution 30 CH,e.g. camphor,301,garlic,351,onion,593,coffee,236,hing,412,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
ADEL Syzygium Jambolanum Mother Tincture Q,Syzgium Jambolanum,782,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Adven Naturals Face Wash with ABC+ Neem and Tulsi,Aloevera,34,Berberis Aquifolium,122,Calendula,176,Neem,572,Tulsi,828,whiteheads,862,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen A02 Anti Fungal Drop,Zincum metallicum,871,Echinacea angustifolia,304,Sulphur iodatum,777,Tellurium,788,Treats earache,817,dermatitis,285,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen A08 Diabetes Drop,Heloniasdioica 3x,406,emaciation,308,great thirst,378,diabetic ulceration,287,restlessness,667,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen A19 Joint Pains Drop,Bryonia alba,151,Acidumsulphuricum,16,Rhustoxicodendron,679,Causticum,202,Rutagraveolens,695,muscular pains,547,sciatica pains,712,Cure rheumatism,268,stiffness,765,lame,489,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen A21 Leucoderma Drop,Hydrocotyle asiatica,423,Myristica sebifera,551,Arsenicum album,85,Natrum muriaticum,561,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen A53 Alopecia Drop,Alfalfa 3x,27,Jaborandi 3x,459,Lycopodium 3x,513,Weisbaden 3x,860,eczema,305,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen A82 Premature Greying Of Hair Drop,Weisbaden 3x,860,Psorinum 3x,635,Mezereum 3x,535,Staphysagria 3x,763,ThujaOccidentalis 3x,804,Silicea 3x,728,SarracemaPurpurea 3x,705,ZincumMetallicum 3x,873,eczema,305,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen A87 Creatinine & Blood Urea Drop,Arsenicum album,85,Apis mellifica,75,Chimaphila umbellate,212,Clematis recta,231,Equisetum hyemale,312,Lycopodium clavatum,515,Sepia,722,Serum anguilae,723,Metabolic disturbances,532,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen Gastropep Digestive Tonic,gastralgia,353,indigestion,442,heart burn,400,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen Snorid Drop,Arsenicum album,85,Belladonna,116,Bryonia alba,151,Drosera rotundifolia,293,Camphora,185,Hydrastis canadensis,422,Cistus canadensis,228,Ephedra vulgaris,310,Echinacea angustifolia,304,Histaminum hydrochloricum,414,Ignatia amara,434,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,,#N/A,,#N/A,,#N/A
Allen's Arnica Plus (Hair Vitalizer 100 Ml+ Triofer 50 Tablets) Kit,Arnica Montana,82,Aloe socotrina,32,Amloki,37,Haritaki,390,Nicotinum,577,Nyctanthes arbortristis,585,Resorcin,666,Jaborandi,458,Thea chin,796,anaemia etc,42,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Allen's Triofer Homoeo Hair & Care Tablet,Carbo vegetabilis,192,Ferrum metallicum,334,Magnesium phosphoricum,520,Kalium phosphoricum,477,Calcarea phosphorica,165,Natrum phosphoricum,564,Ferrum phosphoricum,336,Lycopodium clavatum,515,Cinchona officinalis,224,stomach troubles,768,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bahola Corn Paint,Acidum aceticum,6,Kreosotum Q,487,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson B63 Kidney Drop,Helonias dioica,405,Kalium arsenicosum,472,Phosphorus,611,Plumbum metallicum,622,proteinuria,632,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's AC#4 Tablet,Calcareasulph 6x,167,Rhustox 30x,677,Arsenicumalb 30x,87,Natrumsulph 3x,569,Sulphur 30x,775,Treats baldness,814,itching,456,skin scales,736,itching,456,burning,155,swellings,779,oedema,589,eruption,313,papular,602,dry,294,rough,689,scaly,,#N/A,,#N/A,,#N/A
Bakson's AC#9 Tablet,Lycopodium 3x,513,Jaborandi 3x,459,Cantharis 3x,188,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's AC#9 Tablet,Lycopodium 3x,513,Jaborandi 3x,459,Cantharis 3x,188,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Aloevera Calendula Cream,Water,856,Ipm,451,Cetyl Palmitate,208,Stearic Acid,764,Micro Wax,536,Butyl Stearate,157,Cetyl Alcohol,207,Borax,139,Fragrance,345,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Aloevera Calendula Cream,Water,856,Ipm,451,Cetyl Palmitate,208,Stearic Acid,764,Micro Wax,536,Butyl Stearate,157,Cetyl Alcohol,207,Borax,139,Fragrance,345,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Arnica Shampoo,Arnica,81,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Arnica Shampoo,Arnica,81,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Biocombination 19 Tablet,Ferrum phosphoricum,336,Magnesium phosphoricum,520,Kali sulphuricum,469,Natrum sulphuricum,566,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Calcarea Fluorica Biochemic Tablet 12X,cataracts,199,varicose veins,840,and gumboils,51,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Calcarea Fluorica Biochemic Tablet 6X,cataracts,199,varicose veins,840,and gumboils,51,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Calcarea Fluorica Biochemic Tablet 6X,Calcarea Fluorica,162,uterine problems,839,children,211,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Calcarea Fluorica Biochemic Tablet 6X,cataracts,199,varicose veins,840,and gumboils,51,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Calcarea Fluorica Biochemic Tablet 6X,Calcarea Fluorica,162,uterine problems,839,children,211,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Calcarea Fluorica Biochemic Tablet 6X,cataracts,199,varicose veins,840,and gumboils,51,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Calcarea Fluorica Biochemic Tablet 6X,Calcarea Fluorica,162,uterine problems,839,children,211,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Compound # 5 Pain Joints Tablet,Cimicifuga 3x,220,swollen,780,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Gastro Aid Syrup,Natrum phos.,563,Robinia pseudo,684,Capsicum ann.,191,Acidum Sulph,14,Phosphorus,611,belching,114,flatulence,341,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Hair Aid Drop Dual Pack (30ml Each),Acidum phosphoricum,12,Lycopodim Clavatum,511,Jaborandi,458,Natrum Muriaticum,561,Alcohol content,23,alopecia,35,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Hair Color Dark Brown Sachet,Arnica,81,Jaborandi,458,Henna,407,Shikakai,725,Bhringaraj,126,Jaborandi,458,Shikakai,725,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Homoeopathic Formula 'D' Tablet,twice daily,830,once daily,592,once daily,592,twice daily,830,twice daily,830,once daily,592,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Homoeopathic Formula 'D' Tablet,twice daily,830,once daily,592,once daily,592,twice daily,830,twice daily,830,once daily,592,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Mig Aid Tablet,Cimicifugarac. 3x,222,Gelsemiumsemp. 3x,360,Spigeliaanthel. 3x,756,Natrummur. 3x,567,Ferrumphos. 3x,337,exertion,324,fatigue,329,stress,769,eye strain,325,climate change,232,depression,283,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Mig Aid Tablet,Cimicifugarac. 3x,222,Gelsemiumsemp. 3x,360,Spigeliaanthel. 3x,756,Natrummur. 3x,567,Ferrumphos. 3x,337,exertion,324,fatigue,329,stress,769,eye strain,325,climate change,232,depression,283,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Nail & Hair Aid Tablet,Calcium Carbonate,171,Inositol,448,Lecithin,495,Vitamin A,848,E,300,D,279,C,158,B12,103,B21,104,Bioperine,129,Folic Acid,342,Bioton 30mcg,130,MPS,541,Talc,786,Magnesium stearate,521,healthy body,399,,,#N/A,,#N/A,,#N/A
Bakson's Natrum Muriaticum Biochemic Tablet 12X,clear,230,transparent,811,watery secretions,858,influenza,445,headache,392,the blood,795,liver,506,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Natrum Muriaticum Biochemic Tablet 3X,clear,230,transparent,811,watery secretions,858,influenza,445,headache,392,the blood,795,liver,506,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Natrum Muriaticum Biochemic Tablet 6X,clear,230,transparent,811,watery secretions,858,influenza,445,headache,392,the blood,795,liver,506,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Rheum Aid Oil,Arnica Montana,82,Cantharis,187,Gaultheria Procumbens,356,Methyl Salicylate,534,Non-greasy formula,580,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Rheum Aid Tablet,Calcarea phos,164,Ferrum phos,335,Kali. phos,471,Natrum phos,562,Magnesium phos,519,Berberis vulg,124,Causticum,202,Rhododendron chrys,673,Rhus tox,674,muscular weakness,548,calves,182,and soles,61,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Rheum Aid Tablet,Calcarea phos,164,Ferrum phos,335,Kali. phos,471,Natrum phos,562,Magnesium phos,519,Berberis vulg,124,Causticum,202,Rhododendron chrys,673,Rhus tox,674,muscular weakness,548,calves,182,and soles,61,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Spondy Aid Drop,stiffness,765,nausea,571,giddiness,362,"and weakness""",66,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Sunny Herbals Shaving Cream,Aloevera,34,Calendula,176,Neem,572,Lemon,499,Stearic acid,764,Caustic potash,201,Myristic acid,550,Glycerine,372,Sorbitol,753,Liquid perfume,503,Lanolin anthydrous,491,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Thuja Ointment,Thuja occidentalis,801,Alcohol,22,verrucas,844,variola,841,Removes polyps,664,corns,253,brown spots,147,polyps,625,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Tonsil Aid Tablet,Kali. mur.,470,Belladonna,116,Baryta carbonica,111,Ferrum phos,335,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Vitamin D Plus Capsule,B,102,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bakson's Vitamin D Plus Tablet,Calcium,170,Vitamin D,850,bone pain,137,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bjain Berberis Aquifolium Mother Tincture Q,Soothes itchy,752,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bjain Cephalandra Indica Mother Tincture Q,Cephalandra Indica,206,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bjain Chelidonium Majus Mother Tincture Q,Chelidonium majus,210,halitosis,385,drink,291,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bjain Ginkgo Biloba Mother Tincture Q,Ginkgo biloba,363,conjunctivitis,247,otitis media,598,glossitis,369,tonsillitis,809,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bjain Omeo Allergy Tablet,Ferrum phosphoricum,336,Natrum muriaticum,561,Kali sulphuricum,469,Kali muriaticum,465,runny nose,692,runny nose,692,sneezing,741,and itching,54,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Bjain Syzygium Jambolanum Mother Tincture Q,Syzgium Jambolanum,782,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Anti-Dandruff Oil,Arnica montana,82,Azadirachta Indica,99,Lavendula,493,Cardiospermum,197,Cochlearia,233,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Anti-Dandruff Shampoo,Lavendula,493,Saponaria,703,Urtica dioica,835,seborrhoeic dermatitis,715,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Arnica Shampoo,hair,384,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Arnica Shampoo,hair,384,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Arnica Shampoo,hair,384,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Arnica Shampoo,hair,384,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Calendula & Aloe Vera Multipurpose Cream,Calendula extract,177,rejuvenating,654,healing,394,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Hair Growth Oil,Arnica montana,82,Jaborandi,458,Sabal serrulata,697,Olive oil,591,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Boericke and Tafel Zauberol Premium Hair Oil,Arnica montana,82,Jaborandi,458,Thuja orientalis,802,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Dr Batra's Dandruff Cleansing Shampoo,Purified Water,638,Glycerine,372,Thuja Extract,800,Niacinamide,576,Sodium Hydroxide,744,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Dr Willmar Schwabe India Acidum Nitricum Dilution 30 CH,Acidum Nitricum,10,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Dr Willmar Schwabe India Aconitum Napellus Dilution 30 CH,Ethanol,318,fear,330,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Dr Willmar Schwabe India Alfalfa Mother Tincture Q,Alfalfa,25,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Dr Willmar Schwabe India Alfalfa Tonic For Children,Alfalfa 1.0%,26,China 0.25%,214,Cinnamomum 0.5%,227,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Dr Willmar Schwabe India Alpha - NC Tablet,Hydrastis canadensis,422,Echinacea angustifolia,304,Cinnabaris,226,Kalium bochromium,474,Baryta muriatica,112,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
Dr Willmar Schwabe India Alpha-Coff Cough Syrup,Senega 3.0%,720,In case,439,onion,593,hing,412,mint,538,camphor,184,garlic etc.,352,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,#N/A,,,#N/A,,#N/A,,#N/A
